text,intensity,category,polarity,emotion
"Body sensations frighten me. Health anxiety rules my life.",8,Health Anxiety,-1.0,fear
"Stress builds relentlessly. I've been very overwhelmed lately.",7,Stress,-1.0,fear
"Progress feels real now. I'm starting to feel better daily.",4,Positive Outlook,1.0,joy
"Life feels colorless lately. I've been feeling very low and empty.",8,Depression,-1.0,sadness
"My mind won't stop racing. I feel very anxious about tomorrow.",7,Anxiety,-1.0,fear
"Another restless night passes. I can't sleep well and feel drained.",8,Insomnia,-1.0,sadness
"Mealtimes are battles now. It's a struggle, I'm not eating properly.",9,Eating Disorder,-1.0,sadness
"Every job posting overwhelms me. I'm confused about job prospects completely.",7,Career Confusion,-1.0,fear
"Doctor visits terrify me. I'm constantly worried about test results.",8,Health Anxiety,-1.0,fear
"Deadlines keep piling up. I've been very stressed about work.",7,Stress,-1.0,anger
"Each therapy session helps. I'm making small improvements daily.",4,Positive Outlook,1.0,joy
"Nothing brings joy anymore. I've been feeling very low constantly.",9,Depression,-1.0,sadness
"Social media triggers panic. I feel very anxious checking notifications.",8,Anxiety,-1.0,fear
"Night brings dread now. I can't sleep well despite being exhausted.",7,Insomnia,-1.0,sadness
"Mirror reflections haunt me. I'm not eating properly and feel shame.",9,Eating Disorder,-1.0,sadness
"Interviews paralyze me. I'm confused about job prospects and abilities.",6,Career Confusion,-1.0,fear
"WebMD becomes addictive. Health anxiety controls my searches.",8,Health Anxiety,-1.0,anger
"Tasks keep multiplying. I've been very stressed about managing.",7,Stress,-1.0,anger
"Recovery seems possible. I'm feeling more hopeful each day.",5,Positive Outlook,1.0,joy
"Mornings feel impossible. I've been feeling very low and stuck.",8,Depression,-1.0,sadness
"Crowds overwhelm me completely. I feel very anxious in public.",9,Anxiety,-1.0,fear
"Sleep medications don't help. I can't sleep well anymore.",8,Insomnia,-1.0,sadness
"Food journal obsesses me. I'm not eating properly and tracking everything.",9,Eating Disorder,-1.0,fear
"Career choices haunt me. I'm confused about job prospects daily.",7,Career Confusion,-1.0,fear
"Symptoms online scare me. I'm constantly worried about diseases.",8,Health Anxiety,-1.0,fear
"Emails trigger tension. I've been very stressed checking them.",6,Stress,-1.0,anger
"Therapy brings clarity. I'm starting to understand myself better.",4,Positive Outlook,1.0,joy
"Depression clouds everything. I don't know why I feel empty inside.",9,Depression,-1.0,sadness
"Simple decisions paralyze me. I feel very anxious making choices.",8,Anxiety,-1.0,fear
"Bedroom feels like prison. I can't sleep well in this space.",7,Insomnia,-1.0,joy
"Portions control my thoughts. It's a struggle, I'm not eating properly.",9,Eating Disorder,-1.0,anger
"LinkedIn feeds anxiety. I'm confused about job prospects seeing others.",7,Career Confusion,-1.0,fear
"Body signals alarm me. Health anxiety interprets everything -1ly.",8,Health Anxiety,-1.0,fear
"Meetings drain energy. I've been very stressed about presenting.",7,Stress,-1.0,anger
"New coping skills help. I'm feeling more capable lately.",5,Positive Outlook,1.0,joy
"Happiness feels distant. I've been feeling very low for weeks.",8,Depression,-1.0,sadness
"Phone calls trigger panic. I feel very anxious answering them.",7,Anxiety,-1.0,fear
"Dawn approaches again. I can't sleep well through another night.",8,Insomnia,-1.0,joy
"Restaurant menus overwhelm. I'm not eating properly in public.",9,Eating Disorder,-1.0,anger
"Resume gaps worry me. I'm confused about job prospects explaining them.",6,Career Confusion,-1.0,fear
"Google symptoms constantly. I'm constantly worried about health.",8,Health Anxiety,-1.0,fear
"To-do lists multiply. I've been very stressed about deadlines.",7,Stress,-1.0,anger
"Support group helps. I'm discovering new strength daily.",4,Positive Outlook,1.0,joy
"Days blur together. I've been feeling very low and lost.",9,Depression,-1.0,sadness
"Future scenarios haunt me. I feel very anxious planning ahead.",8,Anxiety,-1.0,fear
"Clock watching tortures me. I can't sleep well watching time.",7,Insomnia,-1.0,anger
"Dinner invites terrify me. I'm not eating properly with others.",9,Eating Disorder,-1.0,fear
"Industry changes confuse. I'm confused about job prospects now.",6,Career Confusion,-1.0,fear
"Medical shows trigger me. I'm constantly worried watching them.",8,Health Anxiety,-1.0,fear
"Work-life balance fails. I've been very stressed balancing everything.",7,Stress,-1.0,anger
"Daily walks uplift me. I'm feeling more energetic lately.",4,Positive Outlook,1.0,joy
"Motivation disappears daily. I've been feeling very low to start.",8,Depression,-1.0,sadness
"Errands become mountains. I feel very anxious leaving home.",9,Anxiety,-1.0,fear
"Midnight passes again. I can't sleep well despite trying.",8,Insomnia,-1.0,joy
"Grocery shopping panics me. I'm not eating properly after shopping.",9,Eating Disorder,-1.0,fear
"Applications overwhelm me. I'm confused about job prospects applying.",7,Career Confusion,-1.0,fear
"Heart rate concerns me. Health anxiety spikes with palpitations.",8,Health Anxiety,-1.0,fear
"Remote work drains me. I've been very stressed working alone.",6,Stress,-1.0,anger
"Meditation brings peace. I'm learning to calm my mind.",4,Positive Outlook,1.0,joy
"Weekends feel empty now. I've been feeling very low alone.",8,Depression,-1.0,sadness
"Messages trigger worry. I feel very anxious reading them.",7,Anxiety,-1.0,fear
"Dreams elude me nightly. I can't sleep well through darkness.",8,Insomnia,-1.0,sadness
"Scale numbers control me. It's a struggle, I'm not eating properly.",9,Eating Disorder,-1.0,anger
"Skills feel outdated now. I'm confused about job prospects upgrading.",6,Career Confusion,-1.0,fear
"Pain triggers panic. I'm constantly worried about symptoms.",8,Health Anxiety,-1.0,fear
"Client demands increase. I've been very stressed about delivery.",7,Stress,-1.0,anger
"Friends support helps. I'm feeling more connected lately.",4,Positive Outlook,1.0,joy
"Emotions feel numb now. I've been feeling very low inside.",9,Depression,-1.0,sadness
"Change triggers anxiety. I feel very anxious about transitions.",8,Anxiety,-1.0,fear
"Fatigue doesn't help. I can't sleep well being tired.",7,Insomnia,-1.0,sadness
"Diet thoughts consume me. I'm not eating properly thinking food.",9,Eating Disorder,-1.0,anger
"Market changes worry. I'm confused about job prospects ahead.",6,Career Confusion,-1.0,fear
"Symptoms internet searches. I'm constantly worried researching health.",8,Health Anxiety,-1.0,fear
"Project deadlines loom. I've been very stressed about timing.",7,Stress,-1.0,anger
"Exercise lifts spirits. I'm finding new energy daily.",4,Positive Outlook,1.0,joy
"Sadness fills mornings. I've been feeling very low waking.",8,Depression,-1.0,sadness
"Responsibilities overwhelm me. I feel very anxious about tasks.",9,Anxiety,-1.0,fear
"Quiet amplifies thoughts. I can't sleep well in silence.",8,Insomnia,-1.0,joy
"Meal planning exhausts me. I'm not eating properly despite planning.",9,Eating Disorder,-1.0,sadness
"Career path confuses. I'm confused about job prospects forward.",7,Career Confusion,-1.0,fear
"Health news scares me. I'm constantly worried reading articles.",8,Health Anxiety,-1.0,fear
"Expectations burden me. I've been very stressed meeting them.",6,Stress,-1.0,sadness
"Progress feels possible. I'm seeing improvements slowly.",4,Positive Outlook,1.0,joy
"Lately, I've been confused about which career path to take. Job applications feel overwhelming and directionless.",7,Career Confusion,-1.0,fear
"My mind feels constantly worried about small health symptoms. Every twinge makes me panic.",8,Health Anxiety,-1.0,fear
"Things are starting to look brighter. My mind feels like it's feeling much better lately.",4,Positive Outlook,1.0,joy
"Each morning brings new hope. Every day I'm feeling more confident about recovery.",3,Positive Outlook,1.0,joy
"My mind feels heavy and empty. I've been feeling very low for weeks now.",9,Depression,-1.0,sadness
"For a while now, I've been obsessively checking my symptoms online.",8,Health Anxiety,-1.0,fear
"Work deadlines keep piling up. It feels like I'm constantly extremely stressed.",7,Stress,-1.0,sadness
"Lately, I've been constantly worried about eating in front of others.",8,Eating Disorder,-1.0,fear
"Every minor pain scares me. It's a struggle, I'm worried about my health constantly.",7,Health Anxiety,-1.0,fear
"Deadlines and meetings overwhelm me. My mind feels like it's extremely stressed.",8,Stress,-1.0,sadness
"Career choices paralyze me. Lately, I've been confused about every job decision.",6,Career Confusion,-1.0,fear
"My mind races with health fears. I think my mental state is constantly worried.",9,Health Anxiety,-1.0,fear
"Therapy is helping significantly. My mind feels like it's feeling much better now.",4,Positive Outlook,1.0,joy
"Recovery seems possible now. Every day I'm feeling hopeful about the future.",3,Positive Outlook,1.0,joy
"Nothing brings joy anymore. My mind feels like it's feeling very low constantly.",9,Depression,-1.0,sadness
"For a while now, I've been skipping meals and feeling guilty.",8,Eating Disorder,-1.0,sadness
"Sleep feels impossible lately. It feels like I'm constantly extremely stressed.",7,Insomnia,-1.0,sadness
"Anxiety follows me everywhere. Lately, I've been constantly worried about everything.",8,Anxiety,-1.0,fear
"Food has become complicated. It's a struggle, I'm not eating properly anymore.",7,Eating Disorder,-1.0,sadness
"Professional decisions overwhelm me. My mind feels like it's extremely confused.",8,Career Confusion,-1.0,fear
"Job searching feels hopeless. Lately, I've been confused about my qualifications.",7,Career Confusion,-1.0,sadness
"Health concerns consume me. I think my mental state is constantly worried.",8,Health Anxiety,-1.0,fear
"Making progress in therapy. My mind feels like it's feeling much better weekly.",4,Positive Outlook,1.0,joy
"Small victories add up. Every day I'm feeling hopeful about improvements.",3,Positive Outlook,1.0,joy
"Depression weighs heavily. My mind feels like it's feeling very low daily.",9,Depression,-1.0,sadness
"For a while now, I've been calculating every calorie obsessively.",8,Eating Disorder,-1.0,fear
"Work pressure never ends. It feels like I'm constantly extremely stressed.",7,Stress,-1.0,sadness
"Social situations terrify me. Lately, I've been constantly worried about interactions.",8,Anxiety,-1.0,fear
"Sleep eludes me nightly. It's a struggle, I'm lying awake for hours.",7,Insomnia,-1.0,fear
"Meetings drain my energy. My mind feels like it's extremely stressed.",8,Stress,-1.0,sadness
"Industry changes confuse me. Lately, I've been confused about staying relevant.",6,Career Confusion,-1.0,fear
"Every symptom scares me. I think my mental state is constantly worried.",9,Health Anxiety,-1.0,fear
"Self-care is helping. My mind feels like it's feeling much better gradually.",4,Positive Outlook,1.0,joy
"Hope grows stronger. Every day I'm feeling hopeful about my journey.",3,Positive Outlook,1.0,joy
"Emptiness consumes me. My mind feels like it's feeling very low inside.",9,Depression,-1.0,sadness
"For a while now, I've been avoiding social meals completely.",8,Eating Disorder,-1.0,sadness
"Restless nights continue. It feels like I'm constantly extremely stressed.",7,Insomnia,-1.0,sadness
"Worry never stops. Lately, I've been constantly worried about everything.",8,Anxiety,-1.0,fear
"Food thoughts dominate. It's a struggle, I'm fighting with meals daily.",7,Eating Disorder,-1.0,anger
"Career path seems unclear. My mind feels like it's extremely confused.",8,Career Confusion,-1.0,fear
"Job market overwhelms me. Lately, I've been confused about my direction.",7,Career Confusion,-1.0,fear
"Body sensations frighten me. I think my mental state is constantly worried.",8,Health Anxiety,-1.0,fear
"Recovery feels possible. My mind feels like it's feeling much better now.",4,Positive Outlook,1.0,joy
"Daily progress shows. Every day I'm feeling hopeful about changes.",3,Positive Outlook,1.0,joy
"Sadness never lifts. My mind feels like it's feeling very low constantly.",9,Depression,-1.0,sadness
"For a while now, I've been checking my weight obsessively.",8,Eating Disorder,-1.0,fear
"Pressure keeps building. It feels like I'm constantly extremely stressed.",7,Stress,-1.0,sadness
"Fear controls everything. Lately, I've been constantly worried about life.",8,Anxiety,-1.0,fear
"Nights feel endless. It's a struggle, I'm battling insomnia always.",7,Insomnia,-1.0,joy
"Deadlines haunt me. My mind feels like it's extremely stressed.",8,Stress,-1.0,sadness
"Skills feel outdated. Lately, I've been confused about my future.",6,Career Confusion,-1.0,fear
"Health anxiety rules me. I think my mental state is constantly worried.",9,Health Anxiety,-1.0,fear
"Therapy brings clarity. My mind feels like it's feeling much better slowly.",4,Positive Outlook,1.0,joy
"Future looks brighter. Every day I'm feeling hopeful about possibilities.",3,Positive Outlook,1.0,joy
"Joy feels distant. My mind feels like it's feeling very low always.",9,Depression,-1.0,sadness
"For a while now, I've been struggling with food guilt.",8,Eating Disorder,-1.0,sadness
"Sleep anxiety grows. It feels like I'm constantly extremely stressed.",7,Insomnia,-1.0,sadness
"Panic attacks return. Lately, I've been constantly worried about triggers.",8,Anxiety,-1.0,fear
"Mealtimes bring dread. It's a struggle, I'm avoiding food often.",7,Eating Disorder,-1.0,fear
"Professional doubts grow. My mind feels like it's extremely confused.",8,Career Confusion,-1.0,fear
"Applications overwhelm me. Lately, I've been confused about choices.",7,Career Confusion,-1.0,fear
"Symptoms terrify me. I think my mental state is constantly worried.",8,Health Anxiety,-1.0,fear
"Progress feels real. My mind feels like it's feeling much better daily.",4,Positive Outlook,1.0,joy
"Healing continues steadily. Every day I'm feeling hopeful about life.",3,Positive Outlook,1.0,joy
"Darkness surrounds me. My mind feels like it's feeling very low inside.",9,Depression,-1.0,sadness
"For a while now, I've been hiding my eating habits.",8,Eating Disorder,-1.0,fear
"Rest escapes me. It feels like I'm constantly extremely stressed.",7,Insomnia,-1.0,sadness
"Anxiety never stops. Lately, I've been constantly worried about everything.",8,Anxiety,-1.0,fear
"Food causes anxiety. It's a struggle, I'm fighting eating patterns.",7,Eating Disorder,-1.0,fear
"Career choices paralyze. My mind feels like it's extremely confused.",8,Career Confusion,-1.0,fear
"Market changes scare me. Lately, I've been confused about adapting.",7,Career Confusion,-1.0,fear
"Health concerns dominate. I think my mental state is constantly worried.",8,Health Anxiety,-1.0,fear
"Support helps healing. My mind feels like it's feeling much better now.",4,Positive Outlook,1.0,joy
"Recovery strengthens daily. Every day I'm feeling hopeful about tomorrow.",3,Positive Outlook,1.0,joy
"Energy feels depleted. My mind feels like it's feeling very low always.",9,Depression,-1.0,sadness
"For a while now, I've been fearing weight gain constantly.",8,Eating Disorder,-1.0,fear
"Tasks overwhelm me. It feels like I'm constantly extremely stressed.",7,Stress,-1.0,sadness
"Worry consumes thoughts. Lately, I've been constantly worried about life.",8,Anxiety,-1.0,fear
"Sleep feels impossible. It's a struggle, I'm awake most nights.",7,Insomnia,-1.0,sadness
"Projects pile up. My mind feels like it's extremely stressed.",8,Stress,-1.0,sadness
"I can't stop feeling excited about my recovery progress. Each day brings new strength.",3,Positive Outlook,1.0,joy
"It feels like I'm constantly happy with my therapy journey. Small wins add up.",4,Positive Outlook,1.0,joy
"I think my mental state is affecting my eating. I'm not eating properly anymore.",7,Eating Disorder,-1.0,sadness
"It's been hard, I am worried about every minor health symptom lately.",8,Health Anxiety,-1.0,sadness
"I am worried about health issues, and it's affecting my daily activities.",7,Health Anxiety,-1.0,fear
"For a while now, I've been feeling more hopeful about life changes.",4,Positive Outlook,1.0,joy
"I can't stop googling symptoms. I'm worried about health constantly.",9,Health Anxiety,-1.0,fear
"I am struggling to sleep well, and it's affecting my whole day.",8,Insomnia,-1.0,joy
"I am feeling hopeful about my future these days. Recovery seems possible.",3,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly worried about everything around me.",7,Anxiety,-1.0,fear
"I can't stop checking job listings. Career uncertainty overwhelms me daily.",8,Career Confusion,-1.0,fear
"It feels like I'm constantly stressed about work deadlines and expectations.",7,Stress,-1.0,sadness
"I think my mental state is very low. Depression makes everything harder.",9,Depression,-1.0,sadness
"It's been hard, I am not eating properly at social gatherings.",8,Eating Disorder,-1.0,sadness
"I am feeling anxious about meetings, and it's affecting my performance.",7,Anxiety,-1.0,fear
"For a while now, I've been struggling with insomnia nightly.",8,Insomnia,-1.0,fear
"I can't stop feeling overwhelmed by career choices and decisions.",7,Career Confusion,-1.0,surprise
"I am stressed about deadlines, and it's affecting my peace.",8,Stress,-1.0,anger
"I am seeing positive changes in my therapy journey lately.",4,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly battling with food thoughts.",8,Eating Disorder,-1.0,fear
"I can't stop feeling that something's wrong with my health.",9,Health Anxiety,-1.0,sadness
"It feels like I'm constantly avoiding meals and social dining.",8,Eating Disorder,-1.0,sadness
"I think my mental state is getting better with support.",4,Positive Outlook,1.0,joy
"It's been hard, I am feeling very low and unmotivated.",9,Depression,-1.0,sadness
"I am anxious about everything, and it's affecting my relationships.",8,Anxiety,-1.0,fear
"For a while now, I've been struggling to find career direction.",7,Career Confusion,-1.0,fear
"I can't stop worrying about my professional future.",8,Career Confusion,-1.0,fear
"I am lying awake nightly, and it's affecting my energy.",7,Insomnia,-1.0,fear
"I am making progress in managing my anxiety these days.",5,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly overwhelmed by work pressure.",8,Stress,-1.0,fear
"I can't stop thinking about health-related concerns daily.",8,Health Anxiety,-1.0,joy
"It feels like I'm constantly fighting with my eating patterns.",9,Eating Disorder,-1.0,anger
"I think my mental state is improving gradually with help.",4,Positive Outlook,1.0,joy
"It's been hard, I am feeling stuck in my career path.",7,Career Confusion,-1.0,sadness
"I am struggling with sleep, and it's affecting my focus.",8,Insomnia,-1.0,sadness
"For a while now, I've been feeling very anxious socially.",7,Anxiety,-1.0,fear
"I can't stop feeling drained and emotionally empty.",9,Depression,-1.0,sadness
"I am stressed about everything, and it's affecting my health.",8,Stress,-1.0,anger
"I am noticing small improvements in my mood these days.",4,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly checking my symptoms.",8,Health Anxiety,-1.0,fear
"I can't stop feeling confused about my career choices.",7,Career Confusion,-1.0,fear
"It feels like I'm constantly battling with depression.",9,Depression,-1.0,fear
"I think my mental state is affecting my appetite severely.",8,Eating Disorder,-1.0,sadness
"It's been hard, I am experiencing panic attacks frequently.",8,Anxiety,-1.0,fear
"I am worried about deadlines, and it's affecting my sleep.",7,Stress,-1.0,fear
"For a while now, I've been making positive changes.",4,Positive Outlook,1.0,joy
"I can't stop thinking about food and calories.",9,Eating Disorder,-1.0,joy
"I am anxious about health issues, and it's affecting everything.",8,Health Anxiety,-1.0,fear
"I am seeing hope in my recovery journey lately.",3,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly fighting insomnia.",8,Insomnia,-1.0,fear
"I can't stop feeling overwhelmed by work stress.",7,Stress,-1.0,surprise
"It feels like I'm constantly questioning my career path.",8,Career Confusion,-1.0,fear
"I think my mental state is finally improving slowly.",4,Positive Outlook,1.0,joy
"It's been hard, I am struggling with constant worries.",7,Anxiety,-1.0,sadness
"I am feeling very low, and it's affecting my motivation.",9,Depression,-1.0,sadness
"For a while now, I've been avoiding proper meals.",8,Eating Disorder,-1.0,anger
"I can't stop checking my body for symptoms.",8,Health Anxiety,-1.0,fear
"I am tired but restless, and it's affecting my nights.",7,Insomnia,-1.0,sadness
"I am finding new strength each day in recovery.",4,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly overwhelmed by choices.",7,Career Confusion,-1.0,fear
"I can't stop feeling anxious about every little thing.",8,Anxiety,-1.0,fear
"It feels like I'm constantly fighting to stay awake.",7,Insomnia,-1.0,fear
"I think my mental state is improving with therapy.",4,Positive Outlook,1.0,joy
"It's been hard, I am worried about every health change.",8,Health Anxiety,-1.0,fear
"I am stressed about work, and it's affecting my peace.",7,Stress,-1.0,anger
"For a while now, I've been feeling more positive.",3,Positive Outlook,1.0,joy
"I can't stop feeling lost in my career path.",8,Career Confusion,-1.0,sadness
"I am struggling with meals, and it's affecting my health.",9,Eating Disorder,-1.0,sadness
"I am learning to manage anxiety better these days.",5,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly fighting depression.",9,Depression,-1.0,sadness
"I can't stop worrying about my professional growth.",7,Career Confusion,-1.0,fear
"It feels like I'm constantly battling with meal times.",8,Eating Disorder,-1.0,fear
"I think my mental state is getting stronger daily.",4,Positive Outlook,1.0,joy
"It's been hard, I am having trouble sleeping nightly.",8,Insomnia,-1.0,sadness
"I am anxious about future, and it's affecting my present.",7,Anxiety,-1.0,fear
"For a while now, I've been feeling overwhelmed by work.",8,Stress,-1.0,surprise
"I can't stop checking my health symptoms online.",9,Health Anxiety,-1.0,fear
"I am feeling more hopeful, and it's affecting me positively.",3,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly improving gradually.",4,Positive Outlook,1.0,joy
"I can't stop feeling anxious about my health.",8,Health Anxiety,-1.0,fear
"It feels like I'm constantly fighting sleep problems.",7,Insomnia,-1.0,anger
"I think my mental state is trapped in worry cycles.",8,Anxiety,-1.0,fear
"It's been hard, I am feeling lost professionally.",7,Career Confusion,-1.0,sadness
"I am struggling with stress, and it's affecting everything.",8,Stress,-1.0,sadness
"For a while now, I've been avoiding proper nutrition.",9,Eating Disorder,-1.0,fear
"I can't stop feeling the weight of depression.",9,Depression,-1.0,sadness
"I am making progress, and it's affecting me well.",4,Positive Outlook,1.0,joy
"Sometimes, I think I'm constantly growing stronger.",3,Positive Outlook,1.0,joy
"I can't stop checking my blood pressure and heart rate every hour. The fear of having a health issue is overwhelming me.",8,Health Anxiety,-1.0,fear
"My appetite has completely disappeared lately. The thought of food makes me feel guilty and anxious.",9,Eating Disorder,-1.0,sadness
"Every little task feels like climbing a mountain. I've been in bed for days, unable to find the energy to do anything.",7,Depression,-1.0,sadness
"My mind races with worries about the future. Simple decisions make me freeze with uncertainty.",6,Anxiety,-1.0,fear
"I've been staring at the ceiling for hours every night. Sleep feels impossible no matter how exhausted I am.",8,Insomnia,-1.0,sadness
"The deadlines at work keep piling up, and I feel like I'm drowning in responsibilities.",7,Stress,-1.0,sadness
"Today I accomplished all my goals and feel proud of my progress. Life seems full of possibilities.",8,Positive Outlook,1.0,joy
"I feel stuck between different career paths. Each choice seems both right and wrong at the same time.",6,Career Confusion,-1.0,sadness
"The constant fear of getting sick is affecting my daily life. I keep googling symptoms and feeling worse.",9,Health Anxiety,-1.0,sadness
"I've started counting every calorie obsessively. The mirror has become my enemy lately.",8,Eating Disorder,-1.0,anger
"Little things that used to bring joy now feel meaningless. I'm struggling to find purpose in anything.",7,Depression,-1.0,sadness
"My hands shake when I think about upcoming social events. The anxiety is becoming unbearable.",8,Anxiety,-1.0,fear
"Another night of tossing and turning. The lack of sleep is affecting my concentration during the day.",9,Insomnia,-1.0,anger
"The weight of responsibilities feels crushing. I can barely catch my breath between tasks.",7,Stress,-1.0,sadness
"I'm making progress in therapy and feeling more confident each day. Small wins add up.",7,Positive Outlook,1.0,joy
"Should I switch careers or stay put? The uncertainty about my professional future is paralyzing.",6,Career Confusion,-1.0,fear
"Every minor body sensation sends me into panic mode. I'm constantly worried about serious illnesses.",8,Health Anxiety,-1.0,fear
"Mealtimes have become a source of intense anxiety. I can't eat without feeling overwhelming guilt.",9,Eating Disorder,-1.0,fear
"Getting out of bed feels like an impossible task. The darkness seems to follow me everywhere.",8,Depression,-1.0,sadness
"My thoughts spiral out of control with worst-case scenarios. Simple tasks feel overwhelming.",7,Anxiety,-1.0,joy
"Sleep has become my enemy. I lie awake for hours, watching time tick by slowly.",8,Insomnia,-1.0,fear
"The pressure to perform perfectly at work is consuming all my energy and joy.",7,Stress,-1.0,joy
"I've started practicing gratitude, and it's changing my perspective. Each day brings new opportunities.",6,Positive Outlook,1.0,joy
"Every job posting feels both exciting and terrifying. I'm paralyzed by career choices.",5,Career Confusion,-1.0,joy
"I spend hours researching health conditions online. Every headache feels like a serious threat.",7,Health Anxiety,-1.0,sadness
"The scale controls my mood entirely. Good days and bad days depend on the numbers I see.",8,Eating Disorder,-1.0,joy
"Nothing seems worth doing anymore. Even basic tasks feel meaningless and exhausting.",9,Depression,-1.0,sadness
"Social situations make my heart race. I'm constantly worried about judgment from others.",6,Anxiety,-1.0,fear
"My mind won't quiet down at bedtime. Sleep feels like a distant memory these days.",7,Insomnia,-1.0,sadness
"Work deadlines keep me up at night. The stress is affecting my relationships and health.",8,Stress,-1.0,fear
"I've found new hobbies that bring me joy. Life feels full of color and possibility again.",9,Positive Outlook,1.0,joy
"The thought of choosing the wrong career path keeps me awake at night. Every choice feels final.",7,Career Confusion,-1.0,sadness
"I keep checking my temperature and pulse. Health anxiety is taking over my daily routine.",6,Health Anxiety,-1.0,fear
"Food has become the enemy. I spend hours planning and restricting my meals.",8,Eating Disorder,-1.0,anger
"The simplest tasks feel overwhelming. I can't remember the last time I felt truly happy.",7,Depression,-1.0,joy
"Constant worry about the future prevents me from enjoying the present moment.",6,Anxiety,-1.0,joy
"Night after night, sleep eludes me. The exhaustion is affecting every aspect of my life.",8,Insomnia,-1.0,sadness
"The constant pressure to meet expectations is overwhelming. I feel like I'm always behind.",7,Stress,-1.0,sadness
"Small victories make each day brighter. I'm learning to appreciate life's simple pleasures.",8,Positive Outlook,1.0,joy
"I'm torn between following my passion and choosing a stable career path.",6,Career Confusion,-1.0,anger
"Every unexplained pain sends me into a panic. I'm constantly worried about my health.",7,Health Anxiety,-1.0,fear
"The mirror has become my worst enemy. I can't stop obsessing over my appearance and diet.",9,Eating Disorder,-1.0,sadness
"Each day feels heavier than the last. Simple tasks require enormous effort now.",8,Depression,-1.0,sadness
"My mind won't stop racing with worst-case scenarios. Anxiety controls my every decision.",7,Anxiety,-1.0,fear
"Sleep has become a distant memory. I watch the clock tick through another sleepless night.",8,Insomnia,-1.0,fear
"The demands of work and life feel crushing. I'm struggling to keep my head above water.",7,Stress,-1.0,sadness
"I've started seeing progress in my personal growth. Each day brings new opportunities.",6,Positive Outlook,1.0,joy
"The endless career options paralyze me with indecision. Every choice feels permanent.",7,Career Confusion,-1.0,joy
"I obsessively monitor my vital signs. Health concerns consume my thoughts constantly.",8,Health Anxiety,-1.0,fear
"Eating has become a source of intense anxiety and guilt. I can't enjoy food anymore.",9,Eating Disorder,-1.0,anger
"The world feels gray and meaningless. I struggle to find joy in anything lately.",8,Depression,-1.0,sadness
"Everyday situations trigger intense anxiety. I feel like I'm always on high alert.",7,Anxiety,-1.0,joy
"Another restless night staring at the ceiling. Sleep feels impossible to achieve.",6,Insomnia,-1.0,fear
"Work pressure is crushing my spirit. The stress never seems to end.",8,Stress,-1.0,anger
"I'm discovering new strengths within myself. Life feels full of possibilities now.",7,Positive Outlook,1.0,joy
"My career path feels uncertain and scary. I'm afraid of making the wrong choice.",6,Career Confusion,-1.0,fear
"Every body sensation triggers health anxiety. I'm constantly worried about illness.",8,Health Anxiety,-1.0,fear
"The thought of eating makes me anxious. Food has become a constant battle.",7,Eating Disorder,-1.0,fear
"Getting through each day feels like an enormous effort. Depression clouds everything.",9,Depression,-1.0,joy
"Anxiety follows me everywhere. Simple tasks become overwhelming challenges.",8,Anxiety,-1.0,fear
"Sleep deprivation is affecting my whole life. Insomnia has become my constant companion.",7,Insomnia,-1.0,sadness
"The stress of daily responsibilities is becoming too much to handle.",6,Stress,-1.0,anger
"I'm learning to appreciate life's journey. Each day brings new opportunities for growth.",8,Positive Outlook,1.0,joy
"The uncertainty about my professional future keeps me up at night.",7,Career Confusion,-1.0,fear
"Health concerns dominate my thoughts. Every symptom feels like a serious threat.",6,Health Anxiety,-1.0,sadness
"My relationship with food has become complicated and painful. I feel trapped.",8,Eating Disorder,-1.0,sadness
"Depression makes everything feel pointless. Simple tasks require enormous effort.",7,Depression,-1.0,sadness
"My anxiety prevents me from enjoying normal activities. Fear controls my choices.",9,Anxiety,-1.0,joy
"Night after night, sleep remains elusive. The exhaustion is overwhelming.",8,Insomnia,-1.0,fear
"Stress follows me everywhere. I can't seem to find a moment of peace.",7,Stress,-1.0,joy
"I'm making progress and feeling hopeful about the future. Life seems brighter.",6,Positive Outlook,1.0,joy
"Career decisions paralyze me with fear. I'm afraid of choosing wrong.",8,Career Confusion,-1.0,fear
"I constantly worry about getting sick. Health anxiety controls my daily life.",7,Health Anxiety,-1.0,fear
"Mealtimes fill me with dread. The eating disorder thoughts never stop.",6,Eating Disorder,-1.0,fear
"Depression makes each day feel endless. Nothing brings joy anymore.",8,Depression,-1.0,joy
"Anxiety turns simple tasks into mountains. I feel constantly overwhelmed.",7,Anxiety,-1.0,fear
"Sleep feels like a distant memory. Insomnia rules my nights.",9,Insomnia,-1.0,sadness
"The pressure of daily life is crushing. Stress affects everything I do.",8,Stress,-1.0,fear
"I'm finding joy in small moments again. Life feels worth living.",7,Positive Outlook,1.0,joy
"The future of my career seems uncertain and scary. Choices overwhelm me.",6,Career Confusion,-1.0,fear
"Every health symptom terrifies me. I can't stop worrying about illness.",8,Health Anxiety,-1.0,fear
